order_id,order_date,customer_id,product_id,product_name,product_category,quantity,unit_price,discount,sales_amount,region
ORD-003151,2024-01-30,CUST-00238,PROD-9042,Filing Cabinet,Furniture,1,1348.04,0.0,1348.04,Europe
ORD-003524,2024-01-30,CUST-00888,PROD-6530,Headphones,Electronics,2,1295.36,0.15,2202.12,Latin America
ORD-001339,2024-01-30,CUST-00146,PROD-7557,Notebooks,Office Supplies,3,77.61,0.1,209.55,North America
ORD-003356,2024-01-30,CUST-00364,PROD-9333,CRM Suite,Software,3,415.48,0.1,1121.79,Europe
ORD-003056,2024-01-31,CUST-00997,PROD-6302,Printer,Office Supplies,1,67.22,0.1,60.5,North America
ORD-003301,2024-01-31,CUST-00352,PROD-1016,Laptop Pro,Electronics,1,1629.14,0.0,1629.14,Europe
ORD-003531,2024-01-31,CUST-00173,PROD-7557,Notebooks,Office Supplies,1,196.94,0.2,157.55,Latin America
ORD-004738,2024-01-31,CUST-00344,PROD-9308,Bookshelf,Furniture,1,1398.29,0.05,1328.38,Latin America
ORD-003535,2024-01-31,CUST-00694,PROD-6308,Smartwatch,Electronics,1,920.59,0.0,920.59,North America
ORD-003774,2024-01-31,CUST-00694,PROD-9042,Filing Cabinet,Furniture,1,657.21,0.0,657.21,Latin America
ORD-003537,2024-01-31,CUST-00808,PROD-8992,Cloud Storage,Software,5,363.26,0.0,1816.28,Middle East
ORD-003748,2024-01-31,CUST-00739,PROD-3498,Conference Table,Furniture,1,1473.78,0.0,1473.78,Middle East
ORD-001560,2024-01-31,CUST-00652,PROD-8992,Cloud Storage,Software,2,668.62,0.0,1337.25,Middle East
ORD-000637,2024-01-31,CUST-00552,PROD-0317,Pens Set,Office Supplies,3,83.55,0.15,213.05,Middle East
ORD-002869,2024-01-31,CUST-00102,PROD-8992,Cloud Storage,Software,2,426.1,0.0,852.2,Latin America
ORD-000728,2024-01-31,CUST-00937,PROD-6302,Printer,Office Supplies,2,115.68,0.1,208.23,Europe
ORD-004037,2024-01-31,CUST-00745,PROD-5259,Standing Desk,Furniture,1,520.69,0.05,494.66,Middle East
ORD-003373,2024-01-31,CUST-00223,PROD-6530,Headphones,Electronics,1,2112.1,0.0,2112.1,Europe
ORD-003569,2024-01-31,CUST-00093,PROD-2368,Smartphone X,Electronics,2,804.54,0.05,1528.63,Middle East
ORD-002743,2024-01-31,CUST-00341,PROD-5259,Standing Desk,Furniture,1,1309.07,0.0,1309.07,Middle East
ORD-004954,2024-01-31,CUST-00383,PROD-0317,Pens Set,Office Supplies,1,157.61,0.15,133.97,North America
ORD-003732,2024-01-31,CUST-00553,PROD-6302,Printer,Office Supplies,3,181.8,0.15,463.59,Asia Pacific
ORD-002034,2024-01-31,CUST-00491,PROD-7557,Notebooks,Office Supplies,3,68.76,0.0,206.29,Middle East
ORD-004350,2024-01-31,CUST-00632,PROD-0317,Pens Set,Office Supplies,1,165.7,0.0,165.7,Middle East
ORD-002868,2024-01-31,CUST-00968,PROD-3850,Paper Pack,Office Supplies,2,86.01,0.0,172.02,Asia Pacific
ORD-000816,2024-01-31,CUST-00702,PROD-5259,Standing Desk,Furniture,1,508.2,0.1,457.38,Asia Pacific
ORD-001886,2024-01-31,CUST-00925,PROD-8992,Cloud Storage,Software,1,977.78,0.1,880.01,Middle East
ORD-001090,2024-01-31,CUST-00724,PROD-9308,Bookshelf,Furniture,3,397.14,0.1,1072.29,Asia Pacific
ORD-003027,2024-01-31,CUST-00956,PROD-6308,Smartwatch,Electronics,2,1682.75,0.05,3197.22,Latin America
ORD-003940,2024-01-31,CUST-00863,PROD-0113,Analytics Platform,Software,10,348.09,0.1,3132.78,Latin America
ORD-004730,2024-01-31,CUST-00270,PROD-1016,Laptop Pro,Electronics,1,1113.96,0.1,1002.57,Latin America
ORD-000260,2024-01-31,CUST-00223,PROD-2368,Smartphone X,Electronics,10,1733.85,0.05,16471.61,Europe
ORD-001502,2024-01-31,CUST-00716,PROD-6530,Headphones,Electronics,3,1522.68,0.0,4568.03,Europe
ORD-002293,2024-01-31,CUST-00569,PROD-2368,Smartphone X,Electronics,2,1304.89,0.2,2087.82,Asia Pacific
ORD-000104,2024-01-31,CUST-00556,PROD-6530,Headphones,Electronics,1,2237.2,0.2,1789.76,Asia Pacific
ORD-004617,2024-01-31,CUST-00872,PROD-9042,Filing Cabinet,Furniture,1,1314.43,0.0,1314.43,North America
ORD-004959,2024-01-31,CUST-00011,PROD-1016,Laptop Pro,Electronics,1,1076.88,0.0,1076.88,Asia Pacific
ORD-000444,2024-01-31,CUST-00951,PROD-5259,Standing Desk,Furniture,1,353.51,0.0,353.51,Asia Pacific
ORD-004681,2024-01-31,CUST-00182,PROD-9308,Bookshelf,Furniture,1,1041.35,0.0,1041.35,Latin America
ORD-001470,2024-01-31,CUST-00455,PROD-3850,Paper Pack,Office Supplies,1,32.8,0.1,29.52,Asia Pacific
ORD-004059,2024-01-31,CUST-00392,PROD-8729,Security Tools,Software,3,490.71,0.0,1472.12,Asia Pacific
ORD-000897,2024-02-01,CUST-00130,PROD-6308,Smartwatch,Electronics,2,1435.36,0.0,2870.72,Latin America
ORD-002785,2024-02-01,CUST-00833,PROD-9333,CRM Suite,Software,1,804.74,0.0,804.74,Middle East
ORD-001030,2024-02-01,CUST-00669,PROD-2368,Smartphone X,Electronics,3,2066.43,0.2,4959.43,Middle East
ORD-003690,2024-02-01,CUST-00185,PROD-6308,Smartwatch,Electronics,1,2190.67,0.0,2190.67,Europe
ORD-002763,2024-02-01,CUST-00342,PROD-6308,Smartwatch,Electronics,3,844.44,0.2,2026.65,North America
ORD-000327,2024-02-01,CUST-00644,PROD-9333,CRM Suite,Software,2,287.29,0.1,517.12,North America
ORD-004292,2024-02-01,CUST-00120,PROD-6530,Headphones,Electronics,3,1663.55,0.0,4990.65,North America
ORD-004339,2024-02-01,CUST-00160,PROD-5665,Tablet Plus,Electronics,2,1866.95,0.0,3733.89,Latin America
ORD-001754,2024-02-01,CUST-00696,PROD-9333,CRM Suite,Software,1,848.87,0.1,763.98,Asia Pacific
ORD-004602,2024-02-01,CUST-00175,PROD-6530,Headphones,Electronics,1,2231.74,0.0,2231.74,North America
ORD-001858,2024-02-01,CUST-00243,PROD-3850,Paper Pack,Office Supplies,2,69.92,0.0,139.84,Latin America
ORD-002361,2024-02-01,CUST-00827,PROD-9042,Filing Cabinet,Furniture,1,1125.0,0.0,1125.0,North America
ORD-004028,2024-02-01,CUST-00248,PROD-9308,Bookshelf,Furniture,5,1132.27,0.0,5661.37,North America
ORD-004991,2024-02-01,CUST-00167,PROD-2548,Project Manager,Software,1,805.71,0.05,765.42,Middle East
ORD-000592,2024-02-01,CUST-00028,PROD-5259,Standing Desk,Furniture,2,463.92,0.1,835.06,Latin America
ORD-003639,2024-02-01,CUST-00806,PROD-3498,Conference Table,Furniture,1,1029.49,0.05,978.02,Latin America
ORD-004381,2024-02-01,CUST-00951,PROD-3850,Paper Pack,Office Supplies,1,83.15,0.0,83.15,North America
ORD-000807,2024-02-01,CUST-00328,PROD-6530,Headphones,Electronics,5,974.17,0.15,4140.22,Middle East
ORD-004737,2024-02-01,CUST-00569,PROD-4871,Organizer,Office Supplies,3,115.17,0.0,345.52,Asia Pacific
ORD-002291,2024-02-01,CUST-00851,PROD-8992,Cloud Storage,Software,1,690.76,0.0,690.76,Middle East
ORD-003703,2024-02-01,CUST-00321,PROD-6302,Printer,Office Supplies,1,57.12,0.05,54.27,Europe
ORD-003812,2024-02-01,CUST-00590,PROD-6530,Headphones,Electronics,1,1091.53,0.0,1091.53,North America
ORD-002075,2024-02-01,CUST-00662,PROD-1016,Laptop Pro,Electronics,2,1910.73,0.05,3630.38,Middle East
ORD-003766,2024-02-01,CUST-00098,PROD-6308,Smartwatch,Electronics,1,515.08,0.0,515.08,North America
ORD-004644,2024-02-01,CUST-00801,PROD-4871,Organizer,Office Supplies,10,195.56,0.1,1760.04,Latin America
ORD-002872,2024-02-01,CUST-00298,PROD-5259,Standing Desk,Furniture,2,804.91,0.2,1287.86,Europe
ORD-004842,2024-02-01,CUST-00167,PROD-8992,Cloud Storage,Software,3,819.89,0.0,2459.66,North America
ORD-001727,2024-02-01,CUST-00533,PROD-7557,Notebooks,Office Supplies,3,91.93,0.05,261.99,Middle East
ORD-003621,2024-02-01,CUST-00447,PROD-2548,Project Manager,Software,5,646.39,0.0,3231.97,Latin America
ORD-000833,2024-02-01,CUST-00578,PROD-1016,Laptop Pro,Electronics,1,1097.71,0.0,1097.71,Latin America
ORD-002863,2024-02-01,CUST-00219,PROD-5665,Tablet Plus,Electronics,3,1304.55,0.0,3913.64,Europe
ORD-004816,2024-02-01,CUST-00918,PROD-5665,Tablet Plus,Electronics,1,2072.29,0.0,2072.29,North America
ORD-002725,2024-02-01,CUST-00634,PROD-9308,Bookshelf,Furniture,1,397.67,0.0,397.67,Latin America
ORD-004131,2024-02-01,CUST-00974,PROD-7101,Office Chair,Furniture,2,960.98,0.0,1921.96,Europe
ORD-001158,2024-02-01,CUST-00513,PROD-4871,Organizer,Office Supplies,1,186.38,0.0,186.38,Middle East
ORD-002177,2024-02-01,CUST-00090,PROD-3850,Paper Pack,Office Supplies,3,178.0,0.0,534.01,Asia Pacific
ORD-004874,2024-02-02,CUST-00403,PROD-9042,Filing Cabinet,Furniture,5,998.44,0.15,4243.38,Asia Pacific
ORD-002491,2024-02-02,CUST-00307,PROD-3498,Conference Table,Furniture,3,1089.11,0.05,3103.97,Europe
ORD-001087,2024-02-02,CUST-00889,PROD-7557,Notebooks,Office Supplies,5,36.16,0.0,180.78,Latin America
ORD-002149,2024-02-02,CUST-00014,PROD-7101,Office Chair,Furniture,3,759.72,0.2,1823.33,Middle East
ORD-001227,2024-02-02,CUST-00087,PROD-2368,Smartphone X,Electronics,1,1030.23,0.2,824.18,Asia Pacific
ORD-001700,2024-02-02,CUST-00213,PROD-9333,CRM Suite,Software,2,453.28,0.0,906.56,North America
ORD-002086,2024-02-02,CUST-00917,PROD-0113,Analytics Platform,Software,1,333.71,0.0,333.71,Latin America
ORD-003237,2024-02-02,CUST-00799,PROD-0317,Pens Set,Office Supplies,1,174.89,0.0,174.89,Asia Pacific
ORD-003674,2024-02-02,CUST-00646,PROD-0113,Analytics Platform,Software,1,459.69,0.15,390.74,North America
ORD-004577,2024-02-02,CUST-00686,PROD-5259,Standing Desk,Furniture,2,312.21,0.05,593.2,Latin America
ORD-003644,2024-02-02,CUST-00086,PROD-7101,Office Chair,Furniture,2,1093.39,0.1,1968.09,North America
ORD-004908,2024-02-02,CUST-00903,PROD-6308,Smartwatch,Electronics,3,818.32,0.2,1963.97,Latin America
ORD-002918,2024-02-02,CUST-00448,PROD-7101,Office Chair,Furniture,1,1210.11,0.05,1149.6,Middle East
ORD-002916,2024-02-02,CUST-00219,PROD-5665,Tablet Plus,Electronics,1,1367.91,0.0,1367.91,Middle East
ORD-003790,2024-02-02,CUST-00285,PROD-8729,Security Tools,Software,5,889.16,0.1,4001.21,Europe
ORD-003472,2024-02-02,CUST-00688,PROD-2368,Smartphone X,Electronics,1,719.25,0.0,719.25,North America
ORD-002962,2024-02-02,CUST-00002,PROD-2368,Smartphone X,Electronics,1,1014.82,0.0,1014.82,Asia Pacific
ORD-003513,2024-02-02,CUST-00892,PROD-5665,Tablet Plus,Electronics,1,582.77,0.0,582.77,Asia Pacific
ORD-000921,2024-02-02,CUST-00476,PROD-4871,Organizer,Office Supplies,1,180.42,0.0,180.42,Europe
ORD-002370,2024-02-02,CUST-00256,PROD-8729,Security Tools,Software,1,564.73,0.1,508.26,Latin America
ORD-000165,2024-02-02,CUST-00225,PROD-7101,Office Chair,Furniture,2,1197.13,0.0,2394.26,Latin America
ORD-003510,2024-02-02,CUST-00623,PROD-3850,Paper Pack,Office Supplies,1,101.43,0.1,91.28,Asia Pacific
ORD-004938,2024-02-02,CUST-00750,PROD-9308,Bookshelf,Furniture,2,1496.54,0.0,2993.07,North America
ORD-003020,2024-02-02,CUST-00968,PROD-9042,Filing Cabinet,Furniture,2,1314.13,0.0,2628.26,Europe
ORD-001772,2024-02-02,CUST-00661,PROD-8992,Cloud Storage,Software,1,727.81,0.05,691.42,Middle East
ORD-001025,2024-02-02,CUST-00921,PROD-8992,Cloud Storage,Software,3,886.96,0.1,2394.79,North America
ORD-001287,2024-02-02,CUST-00697,PROD-6308,Smartwatch,Electronics,1,700.31,0.1,630.28,Latin America
ORD-000367,2024-02-02,CUST-00987,PROD-6308,Smartwatch,Electronics,1,1026.23,0.0,1026.23,Asia Pacific
ORD-002841,2024-02-02,CUST-00261,PROD-9333,CRM Suite,Software,1,244.39,0.0,244.39,North America
ORD-001096,2024-02-02,CUST-00049,PROD-3498,Conference Table,Furniture,1,817.03,0.1,735.33,Europe
ORD-002509,2024-02-02,CUST-00035,PROD-0317,Pens Set,Office Supplies,1,30.54,0.1,27.49,Latin America
ORD-000568,2024-02-02,CUST-00656,PROD-6302,Printer,Office Supplies,2,33.84,0.1,60.9,Asia Pacific
ORD-003362,2024-02-02,CUST-00562,PROD-1016,Laptop Pro,Electronics,1,817.93,0.0,817.93,North America
ORD-001984,2024-02-02,CUST-00540,PROD-7557,Notebooks,Office Supplies,3,175.51,0.15,447.55,North America
ORD-003700,2024-02-02,CUST-00738,PROD-6302,Printer,Office Supplies,2,123.9,0.0,247.79,Asia Pacific
ORD-003913,2024-02-02,CUST-00673,PROD-2368,Smartphone X,Electronics,2,977.48,0.1,1759.46,Middle East
ORD-001367,2024-02-02,CUST-00846,PROD-8992,Cloud Storage,Software,1,399.18,0.0,399.18,Asia Pacific
ORD-003255,2024-02-03,CUST-00406,PROD-8729,Security Tools,Software,5,647.52,0.0,3237.58,North America
ORD-001574,2024-02-03,CUST-00743,PROD-5259,Standing Desk,Furniture,3,684.13,0.05,1949.78,Asia Pacific
ORD-003462,2024-02-03,CUST-00179,PROD-9042,Filing Cabinet,Furniture,2,955.57,0.2,1528.91,Asia Pacific
ORD-003286,2024-02-03,CUST-00312,PROD-5665,Tablet Plus,Electronics,1,1057.26,0.0,1057.26,North America
ORD-003450,2024-02-03,CUST-00220,PROD-8729,Security Tools,Software,1,595.82,0.15,506.45,Europe
ORD-001203,2024-02-03,CUST-00990,PROD-2368,Smartphone X,Electronics,1,2449.81,0.0,2449.81,Europe
ORD-002470,2024-02-03,CUST-00762,PROD-9308,Bookshelf,Furniture,2,1379.98,0.2,2207.97,Asia Pacific
ORD-004628,2024-02-03,CUST-00080,PROD-8992,Cloud Storage,Software,1,951.86,0.0,951.86,Middle East
ORD-001686,2024-02-03,CUST-00623,PROD-6302,Printer,Office Supplies,3,51.69,0.0,155.06,Middle East
ORD-001108,2024-02-03,CUST-00356,PROD-0317,Pens Set,Office Supplies,2,188.61,0.0,377.22,Europe
ORD-003364,2024-02-03,CUST-00304,PROD-3850,Paper Pack,Office Supplies,2,191.27,0.0,382.54,North America
ORD-002532,2024-02-03,CUST-00341,PROD-9333,CRM Suite,Software,1,940.44,0.1,846.39,Asia Pacific
ORD-000516,2024-02-03,CUST-00520,PROD-6530,Headphones,Electronics,5,2147.58,0.1,9664.11,North America
ORD-001347,2024-02-03,CUST-00592,PROD-5665,Tablet Plus,Electronics,1,837.72,0.0,837.72,Asia Pacific
ORD-002353,2024-02-03,CUST-00905,PROD-4871,Organizer,Office Supplies,3,139.91,0.0,419.74,North America
ORD-002653,2024-02-03,CUST-00351,PROD-9042,Filing Cabinet,Furniture,2,535.46,0.0,1070.92,Latin America
ORD-000112,2024-02-03,CUST-00558,PROD-5665,Tablet Plus,Electronics,2,2127.59,0.0,4255.18,Europe
ORD-004475,2024-02-03,CUST-00357,PROD-1016,Laptop Pro,Electronics,1,1563.01,0.1,1406.71,Middle East
ORD-000669,2024-02-03,CUST-00569,PROD-4871,Organizer,Office Supplies,2,83.53,0.0,167.07,Latin America
ORD-001314,2024-02-03,CUST-00452,PROD-7557,Notebooks,Office Supplies,5,193.2,0.0,965.99,Asia Pacific
ORD-002889,2024-02-03,CUST-00863,PROD-1016,Laptop Pro,Electronics,1,1220.13,0.0,1220.13,North America
ORD-001960,2024-02-03,CUST-00169,PROD-6302,Printer,Office Supplies,3,72.64,0.1,196.13,Europe
ORD-003190,2024-02-03,CUST-00199,PROD-5665,Tablet Plus,Electronics,3,517.11,0.0,1551.33,Latin America
ORD-003657,2024-02-03,CUST-00853,PROD-1016,Laptop Pro,Electronics,5,1661.29,0.05,7891.14,Europe
ORD-000760,2024-02-03,CUST-00515,PROD-0113,Analytics Platform,Software,2,306.12,0.0,612.23,Asia Pacific
ORD-000624,2024-02-03,CUST-00596,PROD-5665,Tablet Plus,Electronics,1,964.08,0.1,867.67,Europe
ORD-001032,2024-02-03,CUST-00967,PROD-7101,Office Chair,Furniture,5,1331.62,0.0,6658.08,Latin America
ORD-004599,2024-02-04,CUST-00544,PROD-4871,Organizer,Office Supplies,1,53.53,0.0,53.53,Middle East
ORD-001539,2024-02-04,CUST-00570,PROD-8729,Security Tools,Software,1,813.04,0.0,813.04,Europe
ORD-000477,2024-02-04,CUST-00798,PROD-7557,Notebooks,Office Supplies,3,65.78,0.15,167.73,Middle East
ORD-001758,2024-02-04,CUST-00680,PROD-0317,Pens Set,Office Supplies,1,134.02,0.05,127.32,Europe
ORD-002512,2024-02-04,CUST-00302,PROD-5665,Tablet Plus,Electronics,1,1385.18,0.1,1246.66,North America
ORD-000982,2024-02-04,CUST-00118,PROD-6302,Printer,Office Supplies,1,90.77,0.0,90.77,North America
ORD-000853,2024-02-04,CUST-00388,PROD-6530,Headphones,Electronics,2,999.54,0.05,1899.13,Europe
ORD-000940,2024-02-04,CUST-00953,PROD-9308,Bookshelf,Furniture,3,368.26,0.1,994.3,North America
ORD-003007,2024-02-04,CUST-00775,PROD-0317,Pens Set,Office Supplies,3,107.1,0.2,257.05,North America
ORD-002844,2024-02-04,CUST-00954,PROD-3850,Paper Pack,Office Supplies,3,46.79,0.05,133.36,Middle East
ORD-001143,2024-02-04,CUST-00924,PROD-6302,Printer,Office Supplies,1,172.09,0.05,163.49,Latin America
ORD-001956,2024-02-04,CUST-00070,PROD-8992,Cloud Storage,Software,1,567.68,0.05,539.3,Asia Pacific
ORD-001020,2024-02-04,CUST-00894,PROD-8992,Cloud Storage,Software,1,708.85,0.0,708.85,Middle East
ORD-002266,2024-02-04,CUST-00131,PROD-2548,Project Manager,Software,1,633.5,0.05,601.83,Asia Pacific
ORD-004280,2024-02-04,CUST-00309,PROD-2548,Project Manager,Software,3,328.47,0.05,936.14,Latin America
ORD-003063,2024-02-04,CUST-00018,PROD-9308,Bookshelf,Furniture,1,1280.96,0.0,1280.96,Europe
ORD-001818,2024-02-04,CUST-00779,PROD-9333,CRM Suite,Software,1,741.84,0.05,704.75,Asia Pacific
ORD-003010,2024-02-04,CUST-00408,PROD-2368,Smartphone X,Electronics,5,1463.82,0.05,6953.12,Europe
ORD-002450,2024-02-04,CUST-00865,PROD-7557,Notebooks,Office Supplies,3,108.26,0.0,324.79,Europe
ORD-004592,2024-02-04,CUST-00100,PROD-5665,Tablet Plus,Electronics,1,1118.85,0.05,1062.91,Asia Pacific
ORD-000666,2024-02-04,CUST-00206,PROD-3850,Paper Pack,Office Supplies,2,166.95,0.0,333.91,Latin America
ORD-002435,2024-02-04,CUST-00789,PROD-6308,Smartwatch,Electronics,1,1908.57,0.1,1717.71,North America
ORD-004162,2024-02-04,CUST-00447,PROD-9308,Bookshelf,Furniture,1,1194.94,0.1,1075.44,Middle East
ORD-000028,2024-02-04,CUST-00628,PROD-0113,Analytics Platform,Software,1,288.04,0.0,288.04,Latin America
ORD-000819,2024-02-04,CUST-00945,PROD-6302,Printer,Office Supplies,1,154.9,0.0,154.9,North America
ORD-002644,2024-02-04,CUST-00511,PROD-6308,Smartwatch,Electronics,1,853.6,0.1,768.24,Europe
ORD-003041,2024-02-04,CUST-00352,PROD-6308,Smartwatch,Electronics,5,926.97,0.15,3939.62,Middle East
ORD-000822,2024-02-04,CUST-00580,PROD-6530,Headphones,Electronics,5,2196.22,0.15,9333.93,North America
ORD-003823,2024-02-04,CUST-00723,PROD-9333,CRM Suite,Software,2,380.32,0.05,722.6,North America
ORD-001867,2024-02-04,CUST-00980,PROD-2548,Project Manager,Software,2,332.79,0.0,665.58,Europe
ORD-004646,2024-02-04,CUST-00026,PROD-0317,Pens Set,Office Supplies,3,80.08,0.0,240.24,Asia Pacific
ORD-004706,2024-02-04,CUST-00428,PROD-3850,Paper Pack,Office Supplies,1,67.83,0.1,61.05,Latin America
ORD-004444,2024-02-04,CUST-00597,PROD-8992,Cloud Storage,Software,2,356.57,0.15,606.17,Middle East
ORD-001505,2024-02-04,CUST-00380,PROD-5665,Tablet Plus,Electronics,3,1958.48,0.15,4994.13,North America
ORD-003505,2024-02-04,CUST-00080,PROD-6308,Smartwatch,Electronics,2,1665.74,0.0,3331.49,Asia Pacific
ORD-003617,2024-02-04,CUST-00026,PROD-9042,Filing Cabinet,Furniture,2,906.66,0.0,1813.31,North America
ORD-000884,2024-02-04,CUST-00804,PROD-0113,Analytics Platform,Software,1,407.51,0.0,407.51,Middle East
ORD-004834,2024-02-04,CUST-00660,PROD-9333,CRM Suite,Software,1,317.93,0.0,317.93,Asia Pacific
ORD-002546,2024-02-04,CUST-00750,PROD-0317,Pens Set,Office Supplies,2,169.2,0.0,338.4,Europe
ORD-004269,2024-02-04,CUST-00511,PROD-6302,Printer,Office Supplies,2,27.64,0.05,52.51,Europe
ORD-002123,2024-02-04,CUST-00684,PROD-5259,Standing Desk,Furniture,1,1346.16,0.0,1346.16,North America
ORD-002728,2024-02-04,CUST-00428,PROD-5665,Tablet Plus,Electronics,1,1115.59,0.0,1115.59,Latin America
ORD-001214,2024-02-04,CUST-00180,PROD-0113,Analytics Platform,Software,2,248.72,0.0,497.45,Asia Pacific
ORD-002159,2024-02-04,CUST-00683,PROD-6530,Headphones,Electronics,1,2177.41,0.1,1959.67,Europe
ORD-001477,2024-02-05,CUST-00769,PROD-9042,Filing Cabinet,Furniture,1,461.97,0.05,438.88,Asia Pacific
ORD-004089,2024-02-05,CUST-00092,PROD-5259,Standing Desk,Furniture,2,1380.49,0.0,2760.99,Asia Pacific
ORD-004298,2024-02-05,CUST-00392,PROD-3498,Conference Table,Furniture,3,683.82,0.15,1743.74,Asia Pacific
ORD-001126,2024-02-05,CUST-00057,PROD-0317,Pens Set,Office Supplies,1,141.1,0.0,141.1,Europe
ORD-003776,2024-02-05,CUST-00427,PROD-0317,Pens Set,Office Supplies,1,112.94,0.0,112.94,Asia Pacific
ORD-000014,2024-02-05,CUST-00922,PROD-6308,Smartwatch,Electronics,1,1277.35,0.1,1149.62,North America
ORD-001516,2024-02-05,CUST-00166,PROD-2368,Smartphone X,Electronics,1,2370.32,0.0,2370.32,Latin America
ORD-004838,2024-02-05,CUST-00100,PROD-9333,CRM Suite,Software,2,618.6,0.1,1113.47,Asia Pacific
ORD-002096,2024-02-05,CUST-00150,PROD-0317,Pens Set,Office Supplies,1,77.37,0.05,73.5,Europe
ORD-002427,2024-02-05,CUST-00011,PROD-9042,Filing Cabinet,Furniture,5,1459.19,0.15,6201.57,Europe
ORD-002463,2024-02-05,CUST-00370,PROD-7557,Notebooks,Office Supplies,2,93.78,0.0,187.56,Asia Pacific
ORD-000414,2024-02-05,CUST-00781,PROD-6302,Printer,Office Supplies,1,155.57,0.05,147.8,Asia Pacific
ORD-004268,2024-02-05,CUST-00521,PROD-2548,Project Manager,Software,1,570.6,0.0,570.6,Latin America
ORD-001222,2024-02-05,CUST-00657,PROD-3498,Conference Table,Furniture,1,609.73,0.0,609.73,Europe
ORD-000674,2024-02-05,CUST-00574,PROD-0113,Analytics Platform,Software,5,953.02,0.0,4765.09,Asia Pacific
ORD-001371,2024-02-05,CUST-00156,PROD-9333,CRM Suite,Software,1,674.8,0.0,674.8,Asia Pacific
ORD-002655,2024-02-05,CUST-00876,PROD-0317,Pens Set,Office Supplies,2,89.69,0.0,179.38,Latin America
ORD-001331,2024-02-05,CUST-00915,PROD-6308,Smartwatch,Electronics,2,2138.47,0.15,3635.4,Asia Pacific
ORD-004619,2024-02-05,CUST-00588,PROD-9308,Bookshelf,Furniture,2,690.02,0.05,1311.03,Asia Pacific
ORD-002718,2024-02-05,CUST-00729,PROD-6308,Smartwatch,Electronics,5,1643.18,0.0,8215.89,North America
ORD-001948,2024-02-05,CUST-00791,PROD-9333,CRM Suite,Software,1,330.84,0.0,330.84,Middle East
ORD-000547,2024-02-05,CUST-00520,PROD-7101,Office Chair,Furniture,1,1251.03,0.1,1125.92,Asia Pacific
ORD-002809,2024-02-05,CUST-00294,PROD-6530,Headphones,Electronics,1,706.04,0.0,706.04,Latin America
ORD-000330,2024-02-05,CUST-00828,PROD-5259,Standing Desk,Furniture,1,739.75,0.05,702.77,Middle East
ORD-000857,2024-02-05,CUST-00355,PROD-2368,Smartphone X,Electronics,3,1376.35,0.2,3303.25,Latin America
ORD-000287,2024-02-05,CUST-00143,PROD-2548,Project Manager,Software,1,981.97,0.05,932.87,Asia Pacific
ORD-003612,2024-02-05,CUST-00749,PROD-6308,Smartwatch,Electronics,3,891.57,0.1,2407.23,Europe
ORD-003143,2024-02-05,CUST-00308,PROD-0113,Analytics Platform,Software,1,669.09,0.0,669.09,Europe
ORD-000906,2024-02-05,CUST-00246,PROD-9042,Filing Cabinet,Furniture,2,1093.37,0.0,2186.74,Middle East
ORD-001527,2024-02-05,CUST-00550,PROD-0317,Pens Set,Office Supplies,5,103.79,0.15,441.1,Europe
ORD-004514,2024-02-05,CUST-00206,PROD-2368,Smartphone X,Electronics,1,2479.39,0.1,2231.45,Latin America
ORD-002737,2024-02-05,CUST-00504,PROD-6308,Smartwatch,Electronics,2,1182.4,0.0,2364.81,Europe
ORD-004798,2024-02-05,CUST-00869,PROD-3498,Conference Table,Furniture,1,769.58,0.05,731.1,Europe
ORD-002499,2024-02-05,CUST-00013,PROD-3850,Paper Pack,Office Supplies,3,134.58,0.05,383.54,Latin America
ORD-003119,2024-02-05,CUST-00812,PROD-9042,Filing Cabinet,Furniture,1,1258.45,0.05,1195.52,Latin America
ORD-002112,2024-02-05,CUST-00053,PROD-2368,Smartphone X,Electronics,5,1720.79,0.05,8173.74,North America
ORD-001022,2024-02-05,CUST-00612,PROD-9308,Bookshelf,Furniture,1,1218.23,0.05,1157.32,North America
ORD-002242,2024-02-05,CUST-00855,PROD-0113,Analytics Platform,Software,1,334.1,0.0,334.1,Europe
ORD-004856,2024-02-05,CUST-00341,PROD-9042,Filing Cabinet,Furniture,1,591.8,0.1,532.62,Asia Pacific
ORD-003563,2024-02-05,CUST-00651,PROD-0113,Analytics Platform,Software,1,373.55,0.05,354.87,Latin America
ORD-001356,2024-02-05,CUST-00137,PROD-6308,Smartwatch,Electronics,1,569.3,0.15,483.91,Latin America
ORD-001687,2024-02-05,CUST-00038,PROD-9042,Filing Cabinet,Furniture,1,1104.3,0.05,1049.09,Latin America
ORD-002139,2024-02-05,CUST-00888,PROD-6302,Printer,Office Supplies,1,43.79,0.05,41.6,North America
ORD-000482,2024-02-05,CUST-00201,PROD-9333,CRM Suite,Software,1,749.06,0.0,749.06,Middle East
ORD-004499,2024-02-05,CUST-00524,PROD-5665,Tablet Plus,Electronics,2,813.34,0.05,1545.35,Asia Pacific
ORD-000308,2024-02-05,CUST-00303,PROD-3850,Paper Pack,Office Supplies,1,159.23,0.2,127.38,Latin America
ORD-003902,2024-02-06,CUST-00570,PROD-2548,Project Manager,Software,1,726.56,0.05,690.23,Europe
ORD-000508,2024-02-06,CUST-00749,PROD-3850,Paper Pack,Office Supplies,1,106.77,0.05,101.43,Middle East
